Phone_ID,Account_ID,Phone_Number,Phone_Source,Phone_Type,Is_Primary,Is_Verified,Is_DNC,Date_Added,Phone_Status,Preferred_Dial_Order
34,10,2513542784,Client,Mobile,0,1,0,2026-01-19,Active,3
35,10,9808412411,Credit Bureau,Mobile,0,0,0,2026-01-19,Active,4
36,11,8244935348,Skip Trace,Mobile,1,1,0,2025-11-08,Active,1
37,11,7401640052,Client,Mobile,0,0,0,2025-11-08,Disconnected,2
38,11,4278680112,Credit Bureau,Mobile,0,0,0,2025-11-08,Wrong Party,3
39,12,8059826204,Skip Trace,Mobile,1,1,0,2025-04-21,Active,1
40,12,5053315869,Client,Mobile,0,0,0,2025-04-21,Active,2
41,12,2322602563,Client,Mobile,0,0,0,2025-04-21,Active,3
42,12,4216073375,Credit Bureau,Mobile,0,1,0,2025-04-21,Active,4
43,12,4330365414,Credit Bureau,Home,0,1,0,2025-04-21,Active,5
44,13,5868501429,Client,Landline,1,1,0,2026-01-06,Active,1
45,13,4019655698,Credit Bureau,Mobile,0,1,0,2026-01-06,Active,2
46,13,1693406088,Credit Bureau,Mobile,0,1,0,2026-01-06,Active,3
47,13,3561595148,Skip Trace,Mobile,0,0,0,2026-01-06,Active,4
48,14,4656482366,Client,Mobile,1,1,0,2024-09-12,Active,1
49,14,2994680443,Customer Provided,Landline,0,1,0,2024-09-12,Active,2
50,14,6995777387,Skip Trace,Work,0,0,0,2024-09-12,Active,3
51,14,2148951343,Skip Trace,Home,0,0,0,2024-09-12,Active,4
52,15,3200379176,Skip Trace,Mobile,1,0,0,2025-07-03,Active,1
53,15,9367632016,Client,Mobile,0,1,0,2025-07-03,Active,2
54,16,3287083172,Client,Mobile,1,1,0,2024-09-20,Disconnected,1
55,16,7889579868,Skip Trace,Mobile,0,1,0,2024-09-20,Active,2
56,16,7277434873,Credit Bureau,Mobile,0,1,0,2024-09-20,Active,3
57,16,4714345581,Client,Mobile,0,1,0,2024-09-20,Disconnected,4
58,17,2236231665,Skip Trace,Mobile,1,1,0,2026-01-01,Active,1
59,17,8760366909,Skip Trace,Home,0,0,0,2026-01-01,Active,2
60,17,6705466889,Client,Mobile,0,1,0,2026-01-01,Active,3
61,18,3734670656,Client,Landline,1,1,0,2025-12-29,Active,1
62,18,2729806990,Skip Trace,Mobile,0,0,0,2025-12-29,Wrong Party,2
63,18,1627204653,Skip Trace,Work,0,0,0,2025-12-29,Active,3
64,19,7556464170,Skip Trace,Work,1,1,0,2026-01-30,Active,1
65,19,8053100330,Client,Home,0,1,0,2026-01-30,Active,2
66,20,9232719374,Skip Trace,Landline,1,1,0,2026-01-23,Active,1
67,20,5299124190,Customer Provided,Mobile,0,1,0,2026-01-23,Invalid,2
68,20,4966319314,Client,Landline,0,1,0,2026-01-23,Active,3
69,21,9190586518,Client,Mobile,1,1,0,2025-02-10,Active,1
70,21,5067165726,Client,Home,0,1,0,2025-02-10,Active,2
71,21,2849877694,Credit Bureau,Home,0,1,0,2025-02-10,Active,3
72,21,5314737996,Credit Bureau,Mobile,0,1,0,2025-02-10,Active,4
73,22,5075273545,Client,Mobile,1,1,0,2024-09-02,Active,1
74,22,4948083136,Client,Landline,0,1,0,2024-09-02,Active,2
75,22,7837770143,Client,Mobile,0,1,0,2024-09-02,Active,3
76,23,6349578856,Credit Bureau,Mobile,1,1,0,2025-01-08,Active,1
77,23,8557444313,Skip Trace,Home,0,1,0,2025-01-08,Active,2
78,23,5182337498,Credit Bureau,Mobile,0,0,0,2025-01-08,Active,3
79,24,9413435240,Client,Mobile,1,1,0,2025-02-10,Active,1
80,24,8240084271,Client,Mobile,0,1,0,2025-02-10,Active,2
81,24,0947775204,Client,Mobile,0,1,1,2025-02-10,Active,3
82,25,7116719022,Client,Mobile,1,1,0,2026-01-07,Active,1
83,25,9413186999,Client,Mobile,0,1,0,2026-01-07,Active,2
84,25,3867749649,Credit Bureau,Landline,0,1,0,2026-01-07,Disconnected,3
85,25,9091334123,Credit Bureau,Home,0,1,0,2026-01-07,Active,4
86,26,2812067974,Credit Bureau,Mobile,1,1,0,2025-11-28,Active,1
87,26,0344713493,Credit Bureau,Mobile,0,1,0,2025-11-28,Active,2
88,26,6183242102,Client,Mobile,0,1,0,2025-11-28,Active,3
89,26,4994717464,Client,Mobile,0,1,0,2025-11-28,Active,4
90,27,8877190659,Client,Mobile,1,1,0,2025-11-14,Active,1
91,27,4013990490,Credit Bureau,Work,0,0,0,2025-11-14,Active,2
92,27,2787429671,Client,Home,0,1,0,2025-11-14,Active,3
93,28,7565512567,Credit Bureau,Mobile,1,1,0,2025-08-12,Active,1
94,28,4680715451,Client,Mobile,0,1,0,2025-08-12,Active,2
95,28,6808760385,Client,Mobile,0,1,0,2025-08-12,Active,3
96,28,9770348247,Credit Bureau,Mobile,0,1,0,2025-08-12,Active,4
97,29,7109324808,Client,Mobile,1,1,0,2024-09-19,Active,1
98,29,6131712748,Credit Bureau,Work,0,1,0,2024-09-19,Active,2
99,30,4677378263,Customer Provided,Mobile,1,1,0,2024-07-10,Active,1
100,30,9821465840,Credit Bureau,Landline,0,1,0,2024-07-10,Active,2
101,30,4499727875,Client,Mobile,0,1,0,2024-07-10,Active,3
102,31,5886753396,Client,Mobile,1,1,0,2025-10-29,Active,1
103,31,3605766270,Customer Provided,Mobile,0,1,0,2025-10-29,Active,2
104,31,2895171870,Customer Provided,Mobile,0,1,0,2025-10-29,Active,3
105,31,2621745961,Credit Bureau,Mobile,0,0,0,2025-10-29,Active,4
106,32,5865780913,Customer Provided,Home,1,1,0,2025-04-29,Active,1
107,32,4316117240,Credit Bureau,Mobile,0,0,0,2025-04-29,Active,2
108,33,0504556238,Credit Bureau,Work,1,0,0,2026-01-30,Active,1
109,33,6922219693,Customer Provided,Mobile,0,1,0,2026-01-30,Active,2
110,33,7923747407,Client,Home,0,1,0,2026-01-30,Active,3
111,33,4821759464,Client,Work,0,1,0,2026-01-30,Active,4
112,33,7436713695,Client,Mobile,0,1,0,2026-01-30,Active,5
113,34,9440640909,Client,Work,1,1,0,2025-08-07,Active,1
114,34,7439533942,Skip Trace,Mobile,0,0,0,2025-08-07,Active,2
115,34,1047095214,Credit Bureau,Mobile,0,1,0,2025-08-07,Active,3
116,34,5623285884,Client,Mobile,0,1,0,2025-08-07,Active,4
117,35,2474517123,Client,Home,1,1,0,2026-01-23,Active,1
118,35,6851604817,Client,Mobile,0,1,0,2026-01-23,Active,2
119,35,5496513709,Credit Bureau,Mobile,0,1,0,2026-01-23,Active,3
120,36,8593174612,Credit Bureau,Mobile,1,1,0,2025-05-10,Active,1
121,36,0047113826,Client,Mobile,0,1,0,2025-05-10,Invalid,2
122,36,7586926179,Credit Bureau,Mobile,0,1,0,2025-05-10,Active,3
123,36,6405377351,Skip Trace,Mobile,0,1,0,2025-05-10,Active,4
124,36,5850643171,Client,Landline,0,1,0,2025-05-10,Active,5
125,37,3900532931,Credit Bureau,Mobile,1,1,0,2024-08-11,Active,1
126,37,8393352904,Customer Provided,Mobile,0,1,0,2024-08-11,Active,2
127,38,2284210205,Credit Bureau,Mobile,1,1,0,2026-01-28,Invalid,1
128,38,3950240268,Client,Mobile,0,1,0,2026-01-28,Wrong Party,2
129,38,1177589178,Client,Mobile,0,1,0,2026-01-28,Active,3
130,39,3908470076,Client,Mobile,1,1,0,2026-01-27,Active,1
131,39,6177115921,Credit Bureau,Home,0,1,0,2026-01-27,Wrong Party,2
132,40,2499856984,Credit Bureau,Mobile,1,0,0,2025-10-19,Active,1
133,40,7896118367,Credit Bureau,Landline,0,0,0,2025-10-19,Active,2
134,40,3657661565,Client,Home,0,1,0,2025-10-19,Active,3
135,40,4527111161,Credit Bureau,Mobile,0,0,0,2025-10-19,Active,4
136,41,5280988516,Client,Mobile,1,1,0,2025-03-31,Active,1
137,41,5604945198,Customer Provided,Work,0,1,0,2025-03-31,Invalid,2
138,42,3273158514,Client,Mobile,1,1,0,2025-01-06,Active,1
139,42,9368998094,Skip Trace,Mobile,0,0,0,2025-01-06,Active,2
140,42,0244550229,Client,Mobile,0,1,0,2025-01-06,Disconnected,3
141,42,6120183667,Client,Mobile,0,1,0,2025-01-06,Active,4
142,43,5254599102,Client,Mobile,1,1,0,2026-01-12,Active,1
143,43,2901476797,Credit Bureau,Landline,0,1,0,2026-01-12,Active,2
144,43,6438156149,Client,Mobile,0,1,0,2026-01-12,Active,3
145,44,7840369003,Credit Bureau,Landline,1,1,0,2025-06-07,Active,1
146,44,4324451076,Customer Provided,Mobile,0,1,0,2025-06-07,Active,2
147,44,2268388516,Credit Bureau,Mobile,0,0,0,2025-06-07,Active,3
148,45,0607159696,Skip Trace,Mobile,1,0,0,2025-07-24,Active,1
149,45,6416052975,Skip Trace,Landline,0,1,0,2025-07-24,Active,2
150,46,1613696816,Credit Bureau,Work,1,0,0,2025-08-31,Active,1
151,46,4535218188,Client,Landline,0,1,0,2025-08-31,Active,2
152,46,3552312432,Client,Mobile,0,0,0,2025-08-31,Active,3
153,46,9212779979,Credit Bureau,Mobile,0,1,0,2025-08-31,Active,4
154,46,9552717744,Client,Mobile,0,1,0,2025-08-31,Active,5
155,47,9058147700,Client,Home,1,1,0,2025-11-14,Active,1
156,47,5411998679,Credit Bureau,Work,0,0,0,2025-11-14,Active,2
157,47,8079359782,Credit Bureau,Mobile,0,0,0,2025-11-14,Active,3
158,47,0715182037,Credit Bureau,Mobile,0,0,0,2025-11-14,Active,4
159,48,7889255466,Client,Landline,1,1,0,2026-01-07,Active,1
160,48,5905151864,Skip Trace,Work,0,0,0,2026-01-07,Active,2
161,49,4925192546,Credit Bureau,Work,1,1,0,2024-12-29,Active,1
162,49,2914865281,Skip Trace,Landline,0,0,0,2024-12-29,Active,2
163,49,6850542357,Credit Bureau,Work,0,1,0,2024-12-29,Disconnected,3
164,49,3322141888,Client,Home,0,1,0,2024-12-29,Active,4
165,50,0592962229,Credit Bureau,Home,1,1,0,2024-11-20,Disconnected,1
166,50,2706537947,Credit Bureau,Mobile,0,0,0,2024-11-20,Active,2
167,50,3834735977,Client,Mobile,0,1,0,2024-11-20,Disconnected,3
168,51,4688623924,Client,Mobile,1,1,0,2024-07-11,Active,1
169,51,0758181412,Client,Mobile,0,1,0,2024-07-11,Active,2
170,51,4782613750,Client,Mobile,0,1,0,2024-07-11,Invalid,3
171,51,6068536153,Client,Landline,0,1,0,2024-07-11,Active,4
172,52,0515220472,Credit Bureau,Mobile,1,1,0,2024-12-25,Disconnected,1
173,52,7790104328,Client,Home,0,1,0,2024-12-25,Active,2
174,52,9861434103,Credit Bureau,Mobile,0,0,0,2024-12-25,Active,3
175,52,6971179808,Credit Bureau,Landline,0,1,0,2024-12-25,Active,4
176,53,9324609539,Credit Bureau,Mobile,1,1,0,2026-01-07,Active,1
177,53,6218518888,Client,Mobile,0,0,0,2026-01-07,Disconnected,2
178,53,8067065405,Skip Trace,Mobile,0,0,0,2026-01-07,Active,3
179,54,1531952058,Client,Mobile,1,0,0,2025-01-29,Wrong Party,1
180,54,5277221704,Skip Trace,Home,0,0,0,2025-01-29,Active,2
181,54,3030548687,Client,Home,0,1,0,2025-01-29,Active,3
182,54,4034505415,Credit Bureau,Mobile,0,1,0,2025-01-29,Wrong Party,4
183,55,6676527758,Client,Mobile,1,1,0,2024-10-22,Disconnected,1
184,55,4161692845,Client,Mobile,0,1,0,2024-10-22,Active,2
185,56,1154479627,Client,Landline,1,1,0,2024-10-01,Active,1
186,56,5705964016,Skip Trace,Mobile,0,1,0,2024-10-01,Active,2
187,56,5820297021,Skip Trace,Mobile,0,0,0,2024-10-01,Active,3
188,57,3556909275,Client,Mobile,1,0,0,2025-06-14,Active,1
189,57,5719285654,Client,Landline,0,1,0,2025-06-14,Active,2
190,58,3102786814,Customer Provided,Mobile,1,1,0,2026-01-22,Active,1
191,58,4739473121,Skip Trace,Mobile,0,0,0,2026-01-22,Active,2
192,58,7271551884,Client,Home,0,1,0,2026-01-22,Active,3
193,59,4225831323,Credit Bureau,Mobile,1,1,0,2025-08-05,Active,1
194,59,7058957829,Client,Landline,0,1,0,2025-08-05,Active,2
195,60,1146786691,Client,Mobile,1,1,0,2025-11-04,Active,1
196,60,2517785289,Credit Bureau,Mobile,0,1,0,2025-11-04,Active,2
197,61,2268018242,Credit Bureau,Home,1,1,0,2025-07-15,Active,1
198,61,2535841438,Client,Mobile,0,0,0,2025-07-15,Active,2
199,61,4249818299,Skip Trace,Mobile,0,1,0,2025-07-15,Active,3
200,61,2299590010,Client,Mobile,0,1,0,2025-07-15,Disconnected,4
201,62,9439690784,Client,Mobile,1,1,0,2026-01-28,Active,1
202,62,4736471027,Credit Bureau,Mobile,0,0,0,2026-01-28,Active,2
203,63,6773592555,Client,Home,1,1,0,2024-07-05,Active,1
204,63,6258815371,Credit Bureau,Mobile,0,1,0,2024-07-05,Active,2
205,63,4732104696,Client,Mobile,0,1,0,2024-07-05,Active,3
206,64,3259532787,Client,Landline,1,1,0,2025-01-26,Active,1
207,64,7470168733,Client,Home,0,1,0,2025-01-26,Active,2
208,64,9500479748,Credit Bureau,Mobile,0,1,0,2025-01-26,Active,3
209,65,0162456506,Skip Trace,Home,1,0,0,2024-11-01,Active,1
210,65,0983584168,Credit Bureau,Mobile,0,1,0,2024-11-01,Active,2
211,65,7849912165,Skip Trace,Mobile,0,0,0,2024-11-01,Active,3
212,65,5852398680,Skip Trace,Landline,0,0,0,2024-11-01,Active,4
213,66,0025787298,Skip Trace,Work,1,1,0,2024-09-17,Active,1
214,66,2595269495,Client,Mobile,0,1,0,2024-09-17,Active,2
215,67,8887947055,Client,Mobile,1,1,0,2025-09-11,Active,1
216,67,1694097499,Client,Mobile,0,1,0,2025-09-11,Active,2
217,67,3097289623,Credit Bureau,Mobile,0,1,0,2025-09-11,Active,3
218,68,0913075626,Client,Mobile,1,1,0,2024-07-30,Active,1
219,68,3689702838,Credit Bureau,Mobile,0,1,0,2024-07-30,Active,2
220,68,5786527858,Client,Mobile,0,1,0,2024-07-30,Active,3
221,68,5497334843,Client,Mobile,0,1,0,2024-07-30,Active,4
222,69,4437575844,Client,Home,1,1,0,2026-01-08,Active,1
223,69,1986652404,Credit Bureau,Work,0,0,0,2026-01-08,Disconnected,2
224,69,1574733848,Client,Mobile,0,0,0,2026-01-08,Active,3
225,70,4219933083,Credit Bureau,Mobile,1,1,0,2025-10-10,Active,1
226,70,3016571208,Skip Trace,Mobile,0,0,0,2025-10-10,Active,2
227,70,2677345401,Skip Trace,Mobile,0,0,0,2025-10-10,Active,3
228,71,9380262067,Client,Mobile,1,1,0,2025-09-05,Active,1
229,71,2400499154,Credit Bureau,Landline,0,1,0,2025-09-05,Active,2
230,71,7887287431,Skip Trace,Mobile,0,1,0,2025-09-05,Active,3
231,72,5274205493,Credit Bureau,Mobile,1,0,0,2025-03-16,Active,1
232,72,2966851612,Credit Bureau,Mobile,0,0,0,2025-03-16,Active,2
233,72,2753046374,Credit Bureau,Work,0,1,0,2025-03-16,Active,3
234,72,5499045301,Client,Mobile,0,1,0,2025-03-16,Active,4
235,73,7426841459,Client,Mobile,1,1,0,2024-11-28,Disconnected,1
236,73,3327279568,Skip Trace,Mobile,0,0,0,2024-11-28,Active,2
237,73,7833918785,Credit Bureau,Work,0,1,0,2024-11-28,Active,3
238,74,1910883982,Client,Mobile,1,1,0,2025-04-30,Disconnected,1
239,74,2587139718,Client,Home,0,1,0,2025-04-30,Active,2
240,74,7072867908,Client,Mobile,0,1,0,2025-04-30,Active,3
241,75,7406403910,Client,Mobile,1,1,0,2025-06-29,Active,1
242,75,6518017046,Client,Mobile,0,1,0,2025-06-29,Active,2
243,75,2265676618,Credit Bureau,Landline,0,0,0,2025-06-29,Active,3
244,76,2512868230,Client,Landline,1,1,0,2025-02-28,Active,1
245,76,0478686337,Skip Trace,Mobile,0,1,0,2025-02-28,Active,2
246,77,5243106903,Skip Trace,Home,1,0,0,2025-03-11,Active,1
247,77,3119079030,Client,Mobile,0,1,0,2025-03-11,Active,2
248,77,6738302843,Skip Trace,Mobile,0,1,0,2025-03-11,Active,3
249,77,9599534283,Skip Trace,Mobile,0,0,0,2025-03-11,Disconnected,4
250,78,6440892687,Client,Home,1,1,0,2026-01-28,Active,1
251,78,0568566246,Skip Trace,Home,0,0,0,2026-01-28,Active,2
252,79,2873342708,Credit Bureau,Mobile,1,1,0,2026-01-23,Active,1
253,79,6688263435,Client,Mobile,0,1,0,2026-01-23,Active,2
254,79,1751830469,Skip Trace,Mobile,0,0,0,2026-01-23,Active,3
255,80,9013983735,Client,Mobile,1,0,0,2024-12-13,Active,1
256,80,4033173936,Client,Mobile,0,1,0,2024-12-13,Active,2
257,80,3854678544,Client,Work,0,1,0,2024-12-13,Active,3
258,81,5877175355,Skip Trace,Mobile,1,1,0,2025-06-15,Active,1
259,81,6093204899,Client,Mobile,0,1,0,2025-06-15,Active,2
260,81,6423536937,Client,Landline,0,1,0,2025-06-15,Wrong Party,3
261,82,8547772522,Credit Bureau,Home,1,1,0,2025-11-07,Active,1
262,82,8728080100,Credit Bureau,Mobile,0,0,0,2025-11-07,Active,2
263,82,6231203875,Client,Mobile,0,1,0,2025-11-07,Active,3
264,82,0997700886,Credit Bureau,Mobile,0,1,0,2025-11-07,Active,4
265,83,0084840862,Credit Bureau,Mobile,1,1,0,2024-10-05,Active,1
266,83,1182339845,Client,Mobile,0,1,0,2024-10-05,Active,2
267,83,4615679334,Credit Bureau,Mobile,0,1,0,2024-10-05,Active,3
268,84,1016668700,Client,Mobile,1,1,0,2026-01-29,Active,1
269,84,2176591803,Client,Mobile,0,1,0,2026-01-29,Active,2
270,84,3974014890,Client,Home,0,1,0,2026-01-29,Active,3
271,84,2503926142,Credit Bureau,Home,0,1,0,2026-01-29,Active,4
272,84,9396856218,Skip Trace,Mobile,0,0,0,2026-01-29,Active,5
273,85,5016315999,Skip Trace,Mobile,1,0,0,2024-10-23,Active,1
274,85,6504773586,Client,Mobile,0,1,0,2024-10-23,Active,2
275,85,6296194311,Customer Provided,Mobile,0,1,0,2024-10-23,Active,3
276,86,4262655110,Credit Bureau,Work,1,1,0,2025-12-17,Active,1
277,86,4754121267,Skip Trace,Home,0,0,0,2025-12-17,Invalid,2
278,86,8886101581,Client,Mobile,0,0,0,2025-12-17,Active,3
279,87,9956046618,Client,Mobile,1,1,0,2025-02-20,Active,1
280,87,3982622444,Client,Mobile,0,1,0,2025-02-20,Active,2
281,87,7212646471,Credit Bureau,Mobile,0,1,0,2025-02-20,Active,3
282,87,5437993712,Customer Provided,Mobile,0,0,0,2025-02-20,Active,4
283,88,4065965756,Client,Work,1,1,0,2025-02-25,Active,1
284,88,9245937526,Credit Bureau,Home,0,1,0,2025-02-25,Active,2
285,88,5479356465,Client,Mobile,0,1,0,2025-02-25,Active,3
286,89,1939828073,Client,Home,1,1,0,2025-12-21,Active,1
287,89,7416724342,Credit Bureau,Mobile,0,1,0,2025-12-21,Active,2
288,89,6617979688,Client,Mobile,0,1,0,2025-12-21,Active,3
289,89,6805891135,Customer Provided,Mobile,0,1,0,2025-12-21,Active,4
290,89,2909656101,Skip Trace,Mobile,0,0,0,2025-12-21,Active,5
291,90,4388899375,Skip Trace,Mobile,1,1,0,2025-03-07,Active,1
292,90,6798250714,Skip Trace,Work,0,0,0,2025-03-07,Active,2
293,90,6112545738,Credit Bureau,Mobile,0,1,0,2025-03-07,Active,3
294,90,7571775140,Credit Bureau,Mobile,0,1,0,2025-03-07,Active,4
295,91,1051238282,Credit Bureau,Mobile,1,1,0,2025-04-18,Active,1
296,91,5867362266,Credit Bureau,Home,0,0,0,2025-04-18,Invalid,2
297,91,0937966033,Credit Bureau,Mobile,0,1,0,2025-04-18,Disconnected,3
298,92,4191825537,Credit Bureau,Mobile,1,0,0,2025-04-04,Disconnected,1
299,92,1478596969,Client,Mobile,0,1,0,2025-04-04,Active,2
300,92,1557924991,Credit Bureau,Mobile,0,0,0,2025-04-04,Active,3
301,92,2513412528,Client,Mobile,0,1,0,2025-04-04,Active,4
302,93,6692966278,Credit Bureau,Mobile,1,0,0,2026-01-16,Active,1
303,93,2827422579,Credit Bureau,Mobile,0,0,0,2026-01-16,Active,2
304,93,0507236887,Client,Mobile,0,1,0,2026-01-16,Active,3
305,94,6767721903,Client,Mobile,1,1,0,2025-10-17,Active,1
306,94,4043842797,Customer Provided,Mobile,0,1,0,2025-10-17,Active,2
307,94,8819148580,Client,Mobile,0,1,0,2025-10-17,Active,3
308,94,7836134074,Credit Bureau,Mobile,0,0,0,2025-10-17,Disconnected,4
309,95,5171339596,Client,Mobile,1,1,0,2025-01-21,Active,1
310,95,2923309584,Client,Mobile,0,1,0,2025-01-21,Active,2
311,95,9825449481,Credit Bureau,Mobile,0,0,0,2025-01-21,Active,3
312,95,2604223253,Credit Bureau,Mobile,0,0,0,2025-01-21,Active,4
313,95,6729466711,Client,Mobile,0,1,0,2025-01-21,Active,5
314,96,6845775901,Client,Mobile,1,1,0,2024-08-30,Disconnected,1
315,96,7518636374,Credit Bureau,Mobile,0,1,0,2024-08-30,Active,2
316,96,5458929750,Skip Trace,Home,0,0,0,2024-08-30,Active,3
317,96,0170127706,Credit Bureau,Mobile,0,1,0,2024-08-30,Active,4
318,96,3242415415,Credit Bureau,Mobile,0,0,0,2024-08-30,Active,5
319,97,2064361103,Client,Home,1,1,0,2024-12-01,Active,1
320,97,7129387005,Client,Mobile,0,1,0,2024-12-01,Active,2
321,97,1627136111,Client,Mobile,0,1,0,2024-12-01,Active,3
322,97,5542622189,Client,Mobile,0,1,0,2024-12-01,Active,4
323,97,0927532697,Client,Mobile,0,1,0,2024-12-01,Active,5
324,98,3112196565,Skip Trace,Mobile,1,0,0,2026-01-06,Active,1
325,98,2341389994,Credit Bureau,Home,0,1,0,2026-01-06,Active,2
326,98,0438983640,Customer Provided,Home,0,1,0,2026-01-06,Active,3
327,99,3761379180,Client,Mobile,1,1,0,2026-01-08,Active,1
328,99,5526965827,Credit Bureau,Mobile,0,0,0,2026-01-08,Active,2
329,99,1091043006,Client,Mobile,0,1,0,2026-01-08,Active,3
330,100,8486661889,Skip Trace,Home,1,1,0,2025-01-27,Active,1
331,100,2414183285,Client,Mobile,0,1,0,2025-01-27,Active,2
332,100,6914630316,Skip Trace,Mobile,0,1,0,2025-01-27,Active,3
333,100,1799042102,Credit Bureau,Mobile,0,1,0,2025-01-27,Active,4
334,100,0275884252,Credit Bureau,Mobile,0,0,0,2025-01-27,Active,5
335,101,4105648149,Credit Bureau,Mobile,1,1,0,2025-01-13,Active,1
336,101,1778507925,Client,Mobile,0,1,0,2025-01-13,Invalid,2
337,101,2419138000,Skip Trace,Landline,0,0,0,2025-01-13,Active,3
338,102,3075622086,Client,Mobile,1,1,0,2025-03-25,Active,1
339,102,3536541951,Credit Bureau,Landline,0,1,0,2025-03-25,Active,2
340,102,8023806174,Credit Bureau,Mobile,0,1,0,2025-03-25,Active,3
341,102,4518705349,Client,Mobile,0,1,0,2025-03-25,Active,4
342,103,4937597383,Credit Bureau,Landline,1,1,0,2025-07-30,Disconnected,1
343,103,2060385050,Client,Mobile,0,0,0,2025-07-30,Active,2
344,104,6413836702,Client,Mobile,1,1,0,2025-07-20,Wrong Party,1
345,104,4103865719,Skip Trace,Mobile,0,0,0,2025-07-20,Disconnected,2
346,104,1826199062,Customer Provided,Mobile,0,1,0,2025-07-20,Wrong Party,3
347,104,3445655743,Skip Trace,Work,0,1,0,2025-07-20,Active,4
348,104,1329121277,Customer Provided,Mobile,0,0,0,2025-07-20,Active,5
349,105,5618537474,Skip Trace,Mobile,1,1,0,2025-11-19,Active,1
350,105,1124903521,Client,Mobile,0,1,0,2025-11-19,Active,2
351,105,3568044206,Credit Bureau,Home,0,1,0,2025-11-19,Disconnected,3
352,105,7883171210,Skip Trace,Mobile,0,1,0,2025-11-19,Active,4
353,105,0323651994,Client,Mobile,0,1,0,2025-11-19,Active,5
354,106,1013721510,Customer Provided,Mobile,1,1,1,2025-02-01,Active,1
355,106,7029667066,Credit Bureau,Mobile,0,1,0,2025-02-01,Active,2
356,106,2532447209,Credit Bureau,Work,0,0,0,2025-02-01,Active,3
357,106,9934768701,Skip Trace,Mobile,0,0,0,2025-02-01,Active,4
358,107,4626383806,Credit Bureau,Mobile,1,1,0,2024-09-22,Active,1
359,107,5787598564,Credit Bureau,Mobile,0,1,0,2024-09-22,Active,2
360,108,2059304078,Client,Mobile,1,1,0,2025-11-09,Active,1
361,108,5932133480,Client,Mobile,0,1,0,2025-11-09,Active,2
362,108,3965223955,Client,Mobile,0,1,0,2025-11-09,Active,3
363,108,9059929378,Client,Mobile,0,1,0,2025-11-09,Active,4
364,109,4270103930,Client,Mobile,1,1,0,2026-01-28,Active,1
365,109,8705932525,Skip Trace,Home,0,0,0,2026-01-28,Active,2
366,109,0029218515,Client,Landline,0,0,0,2026-01-28,Wrong Party,3
367,110,6915452267,Client,Home,1,1,0,2025-04-07,Active,1
368,110,5289539264,Client,Landline,0,1,0,2025-04-07,Disconnected,2
369,111,4220969029,Credit Bureau,Mobile,1,1,0,2024-12-29,Active,1
